Internal ID,Number,Name,Subsidiary (no hierarchy),Sub Int ID
58,6000,Expenses,IMMO German Service II GmbH (GER),22
58,6000,Expenses,IMMO German Property II GmbH (GER),23
58,6000,Expenses,IMMO Central Portfolio UK Limited (UK),24
58,6000,Expenses,IMMO Managed Companies (Consolidation entity),34
58,6000,Expenses,RainMaker Investments GmbH (EUR),35
58,6000,Expenses,RI Nord GmbH (EUR),36
58,6000,Expenses,RI Living GmbH (EUR),37
58,6000,Expenses,Chandos Holdings UG ( IMMO managed),39
58,6000,Expenses,Arcangel Assets GmbH (IMMO managed),40
58,6000,Expenses,Ruscha Residential GmbH (EUR) (IMMO managed),41
58,6000,Expenses,Nuveen HoldCo (Consolidation),43
58,6000,Expenses,TIAA General Account Housing German Property GmbH (EUR),44
58,6000,Expenses,TIAA General Account Housing German Service GmbH (EUR),45
58,6000,Expenses,Exporo Bestand 46 GmbH (EUR),47
58,6000,Expenses,IMMO Investment Technologies S.à r.l. (LUX),2
3149,9998,Corporate Card HSBC Euro,INSTA IMMO GmbH (GER),10
3036,9999,Corporate Card HSBC,IMMO Investment Technologies UK Limited (UK),9
3159,100000,Test Bank Account,IMMO Consolidation Entity (LUX),1
524,110100,CASH IN BANK,IMMO Investment Technologies S.à r.l. (LUX),2
626,110101,CASH IN BANK : IMMO LUX: Revolut - EUR,IMMO Investment Technologies S.à r.l. (LUX),2
627,110102,CASH IN BANK : IMMO LUX: Revolut - GBP,IMMO Investment Technologies S.à r.l. (LUX),2
628,110103,CASH IN BANK : IMMO LUX: Revolut - USD,IMMO Investment Technologies S.à r.l. (LUX),2
629,110104,CASH IN BANK : IMMO LUX: TransferWise - EUR,IMMO Investment Technologies S.à r.l. (LUX),2
630,110105,CASH IN BANK : IMMO LUX: BNP Paribas - EUR,IMMO Investment Technologies S.à r.l. (LUX),2
631,110106,CASH IN BANK : IMMO UK: Revolut - EUR,IMMO Investment Technologies UK Limited (UK),9
632,110107,CASH IN BANK : IMMO UK: Revolut - GBP,IMMO Investment Technologies UK Limited (UK),9
633,110108,CASH IN BANK : IMMO UK: Revolut - USD,IMMO Investment Technologies UK Limited (UK),9
634,110109,CASH IN BANK : IMMO UK: Cledara,IMMO Investment Technologies UK Limited (UK),9
635,110110,CASH IN BANK : IMMO UK: AlphaFX - EUR,IMMO Investment Technologies UK Limited (UK),9
636,110111,CASH IN BANK : IMMO UK: AlphaFX - GBP,IMMO Investment Technologies UK Limited (UK),9
637,110112,CASH IN BANK : IMMO UK: AlphaFX - AUD,IMMO Investment Technologies UK Limited (UK),9
638,110113,CASH IN BANK : IMMO UK: Metro - EUR,IMMO Investment Technologies UK Limited (UK),9
639,110114,CASH IN BANK : IMMO UK: Metro - GBP,IMMO Investment Technologies UK Limited (UK),9
640,110115,CASH IN BANK : IMMO GER: Revolut - EUR,INSTA IMMO GmbH (GER),10
641,110116,CASH IN BANK : IMMO GER: Haspa - EUR,INSTA IMMO GmbH (GER),10
642,110117,CASH IN BANK : IMMO GER: Revolut - Nuveen: Renovation,INSTA IMMO GmbH (GER),10
643,110118,CASH IN BANK : IMMO GER: Revolut - Nuveen: Security Dep.,INSTA IMMO GmbH (GER),10
644,110119,CASH IN BANK : IMMO German Service GmbH,IMMO German Service GmbH (GER),20
645,110120,CASH IN BANK : IMMO German Property GmbH,IMMO German Property GmbH (GER),21
646,110121,CASH IN BANK : IMMO German Service II,IMMO German Service II GmbH (GER),22
647,110122,CASH IN BANK : IMMO German Property II GmbH,IMMO German Property II GmbH (GER),23
648,110123,CASH IN BANK : IMMO SPN: Santander Bank,IMMO Investment Technologies España S.L (SPN),13
649,110124,CASH IN BANK : IMMO SPN: BBVA Bank,IMMO Investment Technologies España S.L (SPN),13
650,110125,CASH IN BANK : IMMO Fund GP: H&A,IMMO Capital Fund GP S.à r.l (LUX),6
651,110126,CASH IN BANK : IMMO Fund RAIF: H&A - European Cities,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),12
652,110127,CASH IN BANK : IMMO Fund RAIF: H&A - German Residential,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),12
653,110128,CASH IN BANK : IMMO Carliux: Ebury,Carilux Investment S.à r.l (LUX),15
654,110129,CASH IN BANK : IMMO Matis: Ebury,Matis Investment S.à r.l (LUX),17
655,110130,CASH IN BANK : IMMO Central Portfolio: Santander,"IMMO Central Portfolio Spain, S.L. (SPN)",18
656,110131,CASH IN BANK : IMMO IT Spain: Santander ES48 0049 6733 2227 1629 2771,"IMMO IT Spain Portfolio, S.L. (SPN)",19
657,110132,CASH IN BANK : IMMO IT Spain: BBVA 0106 2633,"IMMO IT Spain Portfolio, S.L. (SPN)",19
658,110133,CASH IN BANK : IMMO IT Spain: BBVA Rent ES42 0182 2458 1302 0106 8440,"IMMO IT Spain Portfolio, S.L. (SPN)",19
659,110134,CASH IN BANK : IMMO IT Spain: BBVA Utilities,"IMMO IT Spain Portfolio, S.L. (SPN)",19
660,110135,CASH IN BANK : IMMO IT Spain: BBVA Insurance & Comunity,"IMMO IT Spain Portfolio, S.L. (SPN)",19
661,110136,CASH IN BANK : IMMO IT Spain: BBVA Other,"IMMO IT Spain Portfolio, S.L. (SPN)",19
662,110137,CASH IN BANK : IMMO IT Spain: La Caixa,"IMMO IT Spain Portfolio, S.L. (SPN)",19
663,110138,CASH IN BANK : IMMO IND: HDFC - INR,IMMO Digital Solutions India Private Limited (INR),25
664,110139,CASH IN BANK : IMMO Moonstone: AlphaFX,Moonstone Holdings S.à r.l (LUX),16
665,110201,CASH IN BANK : RI Nord: HVB - General,RI Nord GmbH (EUR),36
666,110202,CASH IN BANK : RI Nord: HVB - Capex,RI Nord GmbH (EUR),36
667,110203,CASH IN BANK : RI Nord: HVB - Purchase,RI Nord GmbH (EUR),36
668,110204,CASH IN BANK : RI Nord: HVB - Renovation Security,RI Nord GmbH (EUR),36
669,110205,CASH IN BANK : RI Nord: Revolut - General,RI Nord GmbH (EUR),36
670,110206,CASH IN BANK : RI Nord: Revolut - Capex,RI Nord GmbH (EUR),36
671,110207,CASH IN BANK : RI Nord: Revolut - Renovation Security,RI Nord GmbH (EUR),36
672,110208,CASH IN BANK : RI Nord: Haspa - General,RI Nord GmbH (EUR),36
673,110209,CASH IN BANK : RI Nord: Haspa - Loan 1,RI Nord GmbH (EUR),36
674,110210,CASH IN BANK : RI Nord: Haspa - Loan 2,RI Nord GmbH (EUR),36
675,110211,CASH IN BANK : RI Nord: Voba - General,RI Nord GmbH (EUR),36
676,110212,CASH IN BANK : RI Nord: Voba - Loan 1,RI Nord GmbH (EUR),36
677,110213,CASH IN BANK : RI Nord: Voba - Loan 2,RI Nord GmbH (EUR),36
678,110214,CASH IN BANK : RI Nord: Bausparkasse Schwäbisch Hall Loan,RI Nord GmbH (EUR),36
679,110215,CASH IN BANK : RI Living: HVB - Rent & Expenses,RI Living GmbH (EUR),37
680,110216,CASH IN BANK : RI Living: HVB - Furniture,RI Living GmbH (EUR),37
681,110217,CASH IN BANK : RI Living: HVB - Tenant Deposit,RI Living GmbH (EUR),37
682,110218,CASH IN BANK : RI Living: Revolut - Rent & Expenses,RI Living GmbH (EUR),37
683,110219,CASH IN BANK : RI Living: Revolut - Furniture,RI Living GmbH (EUR),37
684,110220,CASH IN BANK : RI Living: Revolut - Tenant Deposit,RI Living GmbH (EUR),37
685,110221,CASH IN BANK : Chandos: Revolut - General,Chandos Holdings UG ( IMMO managed),39
686,110222,CASH IN BANK : Chandos: Haspa - General,Chandos Holdings UG ( IMMO managed),39
687,110223,CASH IN BANK : Arcangel: Revolut - General,Arcangel Assets GmbH (IMMO managed),40
688,110224,CASH IN BANK : Arcangel: Haspa - General,Arcangel Assets GmbH (IMMO managed),40
689,110225,CASH IN BANK : Arcangel: Haspa - Loan 1,Arcangel Assets GmbH (IMMO managed),40
690,110226,CASH IN BANK : Ruscha: Revolut - General,Ruscha Residential GmbH (EUR) (IMMO managed),41
691,110227,CASH IN BANK : Ruscha: Revolut - Tenant Deposit,Ruscha Residential GmbH (EUR) (IMMO managed),41
692,110228,CASH IN BANK : Ruscha: Haspa - General,Ruscha Residential GmbH (EUR) (IMMO managed),41
693,110229,CASH IN BANK : Exporo GK,Exporo Bestand 46 GmbH (EUR),47
694,110230,CASH IN BANK : Exporo BWK,Exporo Bestand 46 GmbH (EUR),47
695,110231,CASH IN BANK : Nuveen: Corporate account,TIAA General Account Housing German Property GmbH (EUR),44
696,110232,CASH IN BANK : Nuveen: Outgoings account,TIAA General Account Housing German Property GmbH (EUR),44
697,110233,CASH IN BANK : Nuveen: Rent Account,TIAA General Account Housing German Property GmbH (EUR),44
698,110234,CASH IN BANK : Nuveen: OpCo - Rent Account,TIAA General Account Housing German Service GmbH (EUR),45
699,110235,CASH IN BANK : Nuveen: OpCO - Capital Account Outgoings,TIAA General Account Housing German Service GmbH (EUR),45
700,110236,CASH IN BANK : Nuveen: OpCo - Operating Account Corporate,TIAA General Account Housing German Service GmbH (EUR),45
3270,110237,CASH IN BANK : IMMO LUX: Bond Deposit USD Account,IMMO Investment Technologies S.à r.l. (LUX),2
3271,110238,CASH IN BANK : IMMO LUX: Bond Deposit EUR Account,IMMO Investment Technologies S.à r.l. (LUX),2
3279,110239,CASH IN BANK : IMMO UK: AlphaFX - INR,IMMO Investment Technologies UK Limited (UK),9
3280,110240,CASH IN BANK : IMMO UK: AlphaFX - AED,IMMO Investment Technologies UK Limited (UK),9
3281,110241,CASH IN BANK : IMMO UK: Bond Deposit Account,IMMO Investment Technologies UK Limited (UK),9
3288,110242,CASH IN BANK : IMMO UK: Revolut - EUR INSTA,IMMO Investment Technologies UK Limited (UK),9
3272,110243,CASH IN BANK : IMMO Matis - AlphaFX,Matis Investment S.à r.l (LUX),17
3273,110244,CASH IN BANK : IMMO GER: Santander EUR,INSTA IMMO GmbH (GER),10
3269,110245,CASH IN BANK : IMMO Carilux: AlphaFX,Carilux Investment S.à r.l (LUX),15
3289,110246,CASH IN BANK : IMMO LUX: TransferWise - GBP,IMMO Investment Technologies S.à r.l. (LUX),2
3290,110247,CASH IN BANK : IMMO LUX: TransferWise - USD,IMMO Investment Technologies S.à r.l. (LUX),2
3291,110248,CASH IN BANK : IMMO Central Portfolio UK: Revolut - GBP,IMMO Investment Technologies UK Limited (UK),9
3276,110249,CASH IN BANK : IMMO UK: Santander - EUR,IMMO Investment Technologies UK Limited (UK),9
3277,110250,CASH IN BANK : IMMO UK: Santander - USD,IMMO Investment Technologies UK Limited (UK),9
3278,110251,CASH IN BANK : IMMO UK: Santander - GBP,IMMO Investment Technologies UK Limited (UK),9
3274,110252,CASH IN BANK : IMMO GER: Santander - GBP,INSTA IMMO GmbH (GER),10
3275,110253,CASH IN BANK : IMMO GER: Santander - USD,INSTA IMMO GmbH (GER),10
3292,110254,CASH IN BANK : IMMO IND: HDFC - INR Credit Card,IMMO Digital Solutions India Private Limited (INR),25
3598,110255,CASH IN BANK : IMMO SPN: BBVA - Company Card,IMMO Investment Technologies España S.L (SPN),13
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Consolidation Entity (LUX),1
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Moonstone Holdings S.à r.l (LUX),16
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Matis Investment S.à r.l (LUX),17
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,"IMMO Central Portfolio Spain, S.L. (SPN)",18
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,"IMMO IT Spain Portfolio, S.L. (SPN)",19
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO German Service GmbH (GER),20
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO German Property GmbH (GER),21
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO German Service II GmbH (GER),22
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO German Property II GmbH (GER),23
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Central Portfolio UK Limited (UK),24
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Managed Companies (Consolidation entity),34
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,RainMaker Investments GmbH (EUR),35
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,RI Nord GmbH (EUR),36
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,RI Living GmbH (EUR),37
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Chandos Holdings UG ( IMMO managed),39
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Arcangel Assets GmbH (IMMO managed),40
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Ruscha Residential GmbH (EUR) (IMMO managed),41
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Nuveen HoldCo (Consolidation),43
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,TIAA General Account Housing German Property GmbH (EUR),44
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,TIAA General Account Housing German Service GmbH (EUR),45
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Exporo Bestand 46 GmbH (EUR),47
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Investment Technologies S.à r.l. (LUX),2
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Fund (consolidation entity),5
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Capital Fund GP S.à r.l (LUX),6
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),12
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Services Companies (Consolidation entity),8
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Investment Technologies UK Limited (UK),9
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,INSTA IMMO GmbH (GER),10
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Chandos Holdings UG,49
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Arcangel Assets GmbH,50
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Ruscha Residential GmbH,51
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Investment Technologies España S.L (SPN),13
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Digital Solutions India Private Limited (INR),25
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,IMMO Property Owning Structure (Consolidation entity),14
423,110400,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES,Carilux Investment S.à r.l (LUX),15
2431,110401,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to IMMO Fund GP,IMMO Investment Technologies UK Limited (UK),9
2432,110402,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: LUX to Fund RAIF,IMMO Investment Technologies UK Limited (UK),9
2434,110404,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to Carilux,IMMO Investment Technologies UK Limited (UK),9
2435,110405,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to Matis,IMMO Investment Technologies UK Limited (UK),9
2436,110406,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to IMMO UK,IMMO Investment Technologies UK Limited (UK),9
2437,110407,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to IMMO GER,IMMO Investment Technologies UK Limited (UK),9
2531,110408,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to IMMO GER (Debt Conversion),IMMO Investment Technologies UK Limited (UK),9
2532,110409,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to IMMO UK (Debt Conversion),IMMO Investment Technologies UK Limited (UK),9
2440,110410,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to GER Property II,IMMO Investment Technologies UK Limited (UK),9
2441,110411,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to GER Service II,IMMO Investment Technologies UK Limited (UK),9
2442,110412,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to GER Service,IMMO Investment Technologies UK Limited (UK),9
2443,110413,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to GER Property,IMMO Investment Technologies UK Limited (UK),9
2444,110414,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to IMMO IND,IMMO Investment Technologies UK Limited (UK),9
2445,110415,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to IMMO SPN,IMMO Investment Technologies UK Limited (UK),9
2446,110416,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: Central SPN to IT Spain,"IMMO Central Portfolio Spain, S.L. (SPN)",18
2447,110417,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to Moonstone Holding,IMMO Investment Technologies UK Limited (UK),9
3293,110418,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO Carilux to Matis,Carilux Investment S.à r.l (LUX),15
3294,110419,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO Matis to GER Property II (Alstersee 383),Matis Investment S.à r.l (LUX),17
3295,110420,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO Matis to GER Property (Alstersee 392),Matis Investment S.à r.l (LUX),17
3296,110421,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO Matis to GER Service (Alstersee 385),Matis Investment S.à r.l (LUX),17
3297,110422,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO Matis to GER Service II (Alstersee 384),Matis Investment S.à r.l (LUX),17
3298,110423,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO Matis to SPN Central,Matis Investment S.à r.l (LUX),17
3494,110424,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO Carilux to Moonstone,Carilux Investment S.à r.l (LUX),15
3599,110425,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to IMMO SPN(Debit conversion),IMMO Investment Technologies España S.L (SPN),13
3599,110425,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Share Capital: IMMO LUX to IMMO SPN(Debit conversion),IMMO Investment Technologies S.à r.l. (LUX),2
2448,110431,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : ESOP: IMMO LUX Equity to IMMO UK,IMMO Investment Technologies S.à r.l. (LUX),2
2449,110432,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : ESOP: IMMO LUX Equity to IMMO GER,IMMO Investment Technologies S.à r.l. (LUX),2
2450,110433,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : ESOP: IMMO LUX Equity to IMMO SPN,IMMO Investment Technologies S.à r.l. (LUX),2
2451,110434,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : ESOP: IMMO LUX Equity to IMMO IND,IMMO Investment Technologies S.à r.l. (LUX),2
2452,110451,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Loan: IMMO LUX to IMMO UK,IMMO Investment Technologies UK Limited (UK),9
2453,110452,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Loan: IMMO LUX to RAIF,IMMO Investment Technologies UK Limited (UK),9
2454,110453,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Loan: IMMO LUX to IMMO SPN,IMMO Investment Technologies UK Limited (UK),9
2455,110454,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Loan: IMMO LUX to IT SPN,IMMO Investment Technologies UK Limited (UK),9
2456,110455,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Loan: IMMO LUX to Carilux,IMMO Investment Technologies UK Limited (UK),9
2457,110456,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Loan: IMMO LUX to Matis,IMMO Investment Technologies UK Limited (UK),9
3299,110457,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Loan: IMMO UK to IMMO GER,IMMO Investment Technologies UK Limited (UK),9
3300,110458,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Services: IMMO UK to IMMO IND (Advance Payment),IMMO Investment Technologies UK Limited (UK),9
3301,110459,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Loan: IMMO LUX to IMMO GER,IMMO Investment Technologies S.à r.l. (LUX),2
3302,110460,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Loan: IMMO LUX to Birmingham Property I,IMMO Investment Technologies S.à r.l. (LUX),2
3303,110461,INVESTMENTS IN GROUP COMPANIES & ASSOCIATES : Intercompany Loan: IMMO LUX to Moonstone,IMMO Investment Technologies S.à r.l. (LUX),2
